qid, Len, Den, P31, P2561, P8260, P1071, P729
,"MAGNET","Brig built in Aberdeen in 1845",Q11446,"MAGNET",99348,Q36405,1845
,"MAGNET III","Ship built in Aberdeen in 1908",Q11446,"MAGNET III",99790,Q36405,1908
,"MAGNOLIA","Ship built in Aberdeen in 1898",Q11446,"MAGNOLIA",99644,Q36405,1898
,"MAGNUS TRAIL","Schooner built in Aberdeen in 1830",Q11446,"MAGNUS TRAIL",99978,Q36405,1830
,"MAID O' MORAY","Steam Herring Drifter built in Aberdeen in 1911",Q11446,"MAID O' MORAY",99820,Q36405,1911
,"MAID OF ALNE","Schooner built in Aberdeen in 1841",Q11446,"MAID OF ALNE",100038,Q36405,1841
,"MAID OF JUDAH","Ship built in Aberdeen in 1852",Q11446,"MAID OF JUDAH",99372,Q36405,1852
,"MAJESTIC","Ship built in Aberdeen in 1829",Q11446,"MAJESTIC",100697,Q36405,1829
,"MAJORCA","Steamer built in Aberdeen in 1837",Q11446,"MAJORCA",100805,Q36405,1837
,"MAKARIA","Vessel, General Cargo built in Aberdeen in 1972",Q11446,"MAKARIA",101667,Q36405,1972
,"MALCOLM CROAN","Trawler built in Aberdeen in 1960",Q11446,"MALCOLM CROAN",101600,Q36405,1960
,"MALLING","Vessel, Cargo built in Aberdeen in 1970",Q11446,"MALLING",101660,Q36405,1970
,"MALTA","Brig built in Aberdeen in 1812",Q11446,"MALTA",128151,Q36405,1812
,"MALVINA","Ship built in Aberdeen in 1864",Q11446,"MALVINA",119655,Q36405,1864
,"MALVINA","Snow built in Aberdeen in 1806",Q11446,"MALVINA",126193,Q36405,1806
,"MALVINA","Snow built in Aberdeen in 1810",Q11446,"MALVINA",126987,Q36405,1810
,"MANCHESTER","Ship built in Aberdeen in 1824",Q11446,"MANCHESTER",152161,Q36405,1824
,"MANFRED","Smack built in Aberdeen in 1828",Q11446,"MANFRED",99472,Q36405,1828
,"M'ANI","Trawler built in Aberdeen in 1951",Q11446,"M'ANI",99205,Q36405,1951
,"MANLY","Brigantine built in Aberdeen in 1826",Q11446,"MANLY",101813,Q36405,1826
,"MANNOFIELD","Trawler built in Aberdeen in 1961",Q11446,"MANNOFIELD",101613,Q36405,1961
,"MANOR","Trawler built in Aberdeen in 1913",Q11446,"MANOR",99849,Q36405,1913
,"MANSFIELD","Schooner built in Aberdeen in 1824",Q11446,"MANSFIELD",100824,Q36405,1824
,"MARCHIONESS OF HUNTLEY","Brig built in Aberdeen in 1814",Q11446,"MARCHIONESS OF HUNTLEY",149355,Q36405,1814
,"MARCHIONESS OF HUNTLY","Smack built in Aberdeen in 1817",Q11446,"MARCHIONESS OF HUNTLY",99427,Q36405,1817
,"MARE","Drifter built in Aberdeen in 1911",Q11446,"MARE",99818,Q36405,1911
,"MAREC","Ship built in Aberdeen in 1900",Q11446,"MAREC",99664,Q36405,1900
,"MARGARET","Brigantine built in Aberdeen in 1818",Q11446,"MARGARET",100681,Q36405,1818
,"MARGARET","Schooner built in Aberdeen in 1812",Q11446,"MARGARET",152962,Q36405,1812
,"MARGARET","Brig built in Aberdeen in 1809",Q11446,"MARGARET",152963,Q36405,1809
,"MARGARET","Brig built in Aberdeen in 1799",Q11446,"MARGARET",152964,Q36405,1799
,"MARGARET CLARK","Steam Trawler built in Aberdeen in 1928",Q11446,"MARGARET CLARK",101436,Q36405,1928
,"MARGARET HARDY","Barque built in Aberdeen in 1840",Q11446,"MARGARET HARDY",99329,Q36405,1840
,"MARGARET HIDE","Trawler built in Aberdeen in 1920",Q11446,"MARGARET HIDE",99909,Q36405,1920
,"MARGARET LITTLEJOHN","Brigantine built in Aberdeen in 1836",Q11446,"MARGARET LITTLEJOHN",100704,Q36405,1836
,"MARGARET MILNE","Barque built in Aberdeen in 1847",Q11446,"MARGARET MILNE",152174,Q36405,1847
,"MARGARET WETHERLY","Trawler built in Aberdeen in 1911",Q11446,"MARGARET WETHERLY",100382,Q36405,1911
,"MARGARETS","Schooner built in Aberdeen in 1856",Q11446,"MARGARETS",119614,Q36405,1856
,"MARGONA","Trawler built in Aberdeen in 1973",Q11446,"MARGONA",101752,Q36405,1973
,"MARGUERITE","Steam Trawler built in Aberdeen in 1915",Q11446,"MARGUERITE",101287,Q36405,1915
,"MARGUERITE","Corvette built in Aberdeen in 1940",Q11446,"MARGUERITE",101485,Q36405,1940
,"MARIA AND ANN","Brig built in Aberdeen in 1800",Q11446,"MARIA AND ANN",152967,Q36405,1800
,"MARIE LLEWELLYN","Cargo built in Aberdeen in 1920",Q11446,"MARIE LLEWELLYN",99068,Q36405,1920
,"MARIGOLD","Corvette built in Aberdeen in 1941",Q11446,"MARIGOLD",101486,Q36405,1941
,"MARINDA","Trawler built in Aberdeen in 1946",Q11446,"MARINDA",99167,Q36405,1946
,"MARINER","Schooner built in Aberdeen in 1835",Q11446,"MARINER",101811,Q36405,1835
,"MARION","Barque built in Aberdeen in 1853",Q11446,"MARION",100109,Q36405,1853
,"MARITZBURG","Barque built in Aberdeen in 1876",Q11446,"MARITZBURG",100209,Q36405,1876
,"MARJORY M HASTIE","Trawler built in Aberdeen in 1930",Q11446,"MARJORY M HASTIE",100549,Q36405,1930
,"MARMION","Schooner built in Aberdeen in 1826",Q11446,"MARMION",99966,Q36405,1826
,"MARNA","Steamer, Cargo built in Aberdeen in 1948",Q11446,"MARNA",101528,Q36405,1948
,"MARQUIS OF ARGYLE","Ship built in Aberdeen in 1860",Q11446,"MARQUIS OF ARGYLE",99385,Q36405,1860
,"MARQUIS OF HUNTLEY","Ship built in Aberdeen in 1804",Q11446,"MARQUIS OF HUNTLEY",140073,Q36405,1804
,"MARQUIS OF HUNTLY","Smack built in Aberdeen in 1817",Q11446,"MARQUIS OF HUNTLY",99426,Q36405,1817
,"MARS","Trawler built in Aberdeen in 1904",Q11446,"MARS",99739,Q36405,1904
,"MARS","Snow built in Aberdeen in 1807",Q11446,"MARS",129273,Q36405,1807
,"MARTHA","Brig built in Aberdeen in 1803",Q11446,"MARTHA",182694,Q36405,1803
,"MARTHA BIRNIE","Ship built in Aberdeen in 1863",Q11446,"MARTHA BIRNIE",99573,Q36405,1863
,"MARTHE","Steam Trawler built in Aberdeen in 1913",Q11446,"MARTHE",101247,Q36405,1913
,"MARTINET","Schooner built in Aberdeen in 1856",Q11446,"MARTINET",100128,Q36405,1856
,"MARTON","Ship built in Aberdeen in 1905",Q11446,"MARTON",99713,Q36405,1905
,"MARY","Smack built in Aberdeen in 1841",Q11446,"MARY",99520,Q36405,1841
,"MARY","Sloop built in Aberdeen in 1820",Q11446,"MARY",99952,Q36405,1820
,"MARY","Barque built in Aberdeen in 1858",Q11446,"MARY",100135,Q36405,1858
,"MARY","Tug built in Aberdeen in 1887",Q11446,"MARY",100248,Q36405,1887
,"MARY","Sloop built in Aberdeen in 1819",Q11446,"MARY",100742,Q36405,1819
,"MARY","Brig built in Aberdeen in 1796",Q11446,"MARY",112081,Q36405,1796
,"MARY","Brig built in Aberdeen in 1810",Q11446,"MARY",130487,Q36405,1810
,"MARY","Smack built in Aberdeen in 1828",Q11446,"MARY",136287,Q36405,1828
,"MARY & ANN","Barque built in Aberdeen in 1838",Q11446,"MARY & ANN",100004,Q36405,1838
,"MARY A HASTIE","Trawler built in Aberdeen in 1930",Q11446,"MARY A HASTIE",100548,Q36405,1930
,"MARY ANN","Brigantine built in Aberdeen in 1818",Q11446,"MARY ANN",100682,Q36405,1818
,"MARY ANN","Schooner built in Aberdeen in 1825",Q11446,"MARY ANN",112583,Q36405,1825
,"MARY ANN","Sloop built in Aberdeen in 1826",Q11446,"MARY ANN",112594,Q36405,1826
,"MARY BELL","Steam Trawler built in Aberdeen in 1898",Q11446,"MARY BELL",101009,Q36405,1898
,"MARY BLAIR","Schooner built in Aberdeen in 1870",Q11446,"MARY BLAIR",99602,Q36405,1870
,"MARY DAVIDSON","Barque built in Aberdeen in 1868",Q11446,"MARY DAVIDSON",100729,Q36405,1868
,"MARY STEPHEN","Steam Herring Drifter built in Aberdeen in 1906",Q11446,"MARY STEPHEN",99756,Q36405,1906
,"MARY STEWART","Trawler built in Aberdeen in 1893",Q11446,"MARY STEWART",100269,Q36405,1893
,"MARY WETHERLY","Steam Trawler built in Aberdeen in 1907",Q11446,"MARY WETHERLY",101145,Q36405,1907
,"MARYLAND","Steamer, Cargo built in Aberdeen in 1921",Q11446,"MARYLAND",101417,Q36405,1921
,"MARYS","Schooner built in Aberdeen in 1836",Q11446,"MARYS",99490,Q36405,1836
,"MARYS","Ship built in Aberdeen in 1819",Q11446,"MARYS",100743,Q36405,1819
,"MARZ","Trawler built in Aberdeen in 1948",Q11446,"MARZ",99184,Q36405,1948
,"MATABELE","Steamer, Cargo built in Aberdeen in 1886",Q11446,"MATABELE",100916,Q36405,1886
,"MATCHLESS","Schooner built in Aberdeen in 1846",Q11446,"MATCHLESS",100077,Q36405,1846
,"MATCHLESS","Brigantine built in Aberdeen in 1826",Q11446,"MATCHLESS",100770,Q36405,1826
,"MATHESIS","Barque built in Aberdeen in 1841",Q11446,"MATHESIS",100720,Q36405,1841
,"MATILDA","Schooner built in Aberdeen in 1829",Q11446,"MATILDA",99976,Q36405,1829
,"MATIN","Steamer built in Aberdeen in 1873",Q11446,"MATIN",100861,Q36405,1873
,"MATTHEW CROOKE","Trawler built in Aberdeen in 1917",Q11446,"MATTHEW CROOKE",100453,Q36405,1917
,"MAUD LLEWELLYN","Cargo built in Aberdeen in 1922",Q11446,"MAUD LLEWELLYN",99069,Q36405,1922
,"MAUREEN CROAN","Trawler built in Aberdeen in 1960",Q11446,"MAUREEN CROAN",101597,Q36405,1960
,"MAUREEN JUNE","Trawler built in Aberdeen in 1972",Q11446,"MAUREEN JUNE",101743,Q36405,1972
,"MAXWELL","Schooner built in Aberdeen in 1817",Q11446,"MAXWELL",112584,Q36405,1817
,"MAY QUEEN","Ship built in Aberdeen in 1869",Q11446,"MAY QUEEN",100183,Q36405,1869
,"MAYFLOWER","BrigWood Sailing Ship built in Aberdeen in 1860",Q11446,"MAYFLOWER",152971,Q36405,1860
,"MAZEPPA","Steamer built in Aberdeen in 1834",Q11446,"MAZEPPA",100802,Q36405,1834
,"MEDEA","Snow built in Aberdeen in 1794",Q11446,"MEDEA",112080,Q36405,1794
,"MEDIATOR","Trawler built in Aberdeen in 1912",Q11446,"MEDIATOR",100402,Q36405,1912
,"MEDORA","Smack built in Aberdeen in 1827",Q11446,"MEDORA",99469,Q36405,1827
,"MEDORA","Brig built in Aberdeen in 1839",Q11446,"MEDORA",100014,Q36405,1839
,"MELGUM","Trawler built in Aberdeen in 1930",Q11446,"MELGUM",100543,Q36405,1930
,"MELITA","Vessel, General Cargo built in Aberdeen in 1971",Q11446,"MELITA",101666,Q36405,1971
,"MEMSIE","Ship built in Aberdeen in 1899",Q11446,"MEMSIE",99653,Q36405,1899
,"MENTOR","Brig built in Aberdeen in 1784",Q11446,"MENTOR",182695,Q36405,1784
,"MERCURY","Schooner built in Aberdeen in 1819",Q11446,"MERCURY",99437,Q36405,1819
,"MERCURY","Hermaphrodite built in Aberdeen in 1838",Q11446,"MERCURY",99500,Q36405,1838
,"MERCURY","Schooner built in Aberdeen in 1871",Q11446,"MERCURY",99597,Q36405,1871
,"MERCURY","Schooner built in Aberdeen in 1842",Q11446,"MERCURY",100812,Q36405,1842
,"MERINGA","Bulk Sugar Carrier built in Aberdeen in 1958",Q11446,"MERINGA",101582,Q36405,1958
,"MERLIN","Screw Steamer built in Aberdeen in 1875",Q11446,"MERLIN",100872,Q36405,1875
,"MEROA","Trawler built in Aberdeen in 1920",Q11446,"MEROA",99908,Q36405,1920
,"MERRYDALE","Steam Trawler built in Aberdeen in 1906",Q11446,"MERRYDALE",99719,Q36405,1906
,"MERSE","Trawler built in Aberdeen in 1914",Q11446,"MERSE",101785,Q36405,1914
,"MERSEY","Ship built in Aberdeen in 1900",Q11446,"MERSEY",99673,Q36405,1900
,"MERSINA","Ship built in Aberdeen in 1899",Q11446,"MERSINA",99649,Q36405,1899
,"MESSENGER","Hermaphrodite built in Aberdeen in 1839",Q11446,"MESSENGER",99507,Q36405,1839
,"MICHAEL BRION","Steam Trawler built in Aberdeen in 1919",Q11446,"MICHAEL BRION",101409,Q36405,1919
,"MICHAEL WILLIAMS","Brig built in Aberdeen in 1841",Q11446,"MICHAEL WILLIAMS",99335,Q36405,1841
,"MICHAELMAS DAISY","Drifter built in Aberdeen in 1913",Q11446,"MICHAELMAS DAISY",99853,Q36405,1913
,"MIDDLE DEEP","Barge built in Aberdeen in 1927",Q11446,"MIDDLE DEEP",100520,Q36405,1927
,"MIGNONETTE","Ship built in Aberdeen in 1907",Q11446,"MIGNONETTE",99773,Q36405,1907
,"MIGNONETTE","Corvette built in Aberdeen in 1941",Q11446,"MIGNONETTE",101487,Q36405,1941
,"MIGVIE","Brigantine built in Aberdeen in 1826",Q11446,"MIGVIE",100746,Q36405,1826
,"MILL O'BUCKIE","Drifter built in Aberdeen in 1914",Q11446,"MILL O'BUCKIE",99863,Q36405,1914
,"MILO","Brigantine built in Aberdeen in 1838",Q11446,"MILO",100806,Q36405,1838
,"MILTIADES","Ship built in Aberdeen in 1871",Q11446,"MILTIADES",99409,Q36405,1871
,"MILTON","Brig built in Aberdeen in 1839",Q11446,"MILTON",99322,Q36405,1839
,"MINCING LANE","Tug built in Aberdeen in 1925",Q11446,"MINCING LANE",100514,Q36405,1925
,"MINERVA","Brigantine built in Aberdeen in 1813",Q11446,"MINERVA",99924,Q36405,1813
,"MINERVA","Brig built in Aberdeen in 1838",Q11446,"MINERVA",100009,Q36405,1838
,"MINERVA","Brig built in Aberdeen in 1795",Q11446,"MINERVA",112079,Q36405,1795
,"MINERVA","Snow built in Aberdeen in 1802",Q11446,"MINERVA",128150,Q36405,1802
,"MINERVA","Brig built in Aberdeen in 1773",Q11446,"MINERVA",152948,Q36405,1773
,"MINT","Drifter built in Aberdeen in 1912",Q11446,"MINT",100398,Q36405,1912
,"MIRAGE","Drifter built in Aberdeen in 1918",Q11446,"MIRAGE",99047,Q36405,1918
,"MIRIAM STEWART","Steam Trawler built in Aberdeen in 1914",Q11446,"MIRIAM STEWART",101275,Q36405,1914
,"MIST","Drifter built in Aberdeen in 1918",Q11446,"MIST",99048,Q36405,1918
,"MIZPAH","Trawler built in Aberdeen in 1894",Q11446,"MIZPAH",100272,Q36405,1894
,"MONALTRIE","Ship built in Aberdeen in 1872",Q11446,"MONALTRIE",100736,Q36405,1872
,"MONARCH","Brigantine built in Aberdeen in 1819",Q11446,"MONARCH",99438,Q36405,1819
,"MOONBEAM","Drifter built in Aberdeen in 1918",Q11446,"MOONBEAM",99043,Q36405,1918
,"MOONSHINE","Drifter built in Aberdeen in 1918",Q11446,"MOONSHINE",99044,Q36405,1918
,"MORAVIAN","Ship built in Aberdeen in 1858",Q11446,"MORAVIAN",99382,Q36405,1858
,"MORAY FIRTH","Coaster built in Aberdeen in 1946",Q11446,"MORAY FIRTH",99171,Q36405,1946
,"MOREA","Steam Trawler built in Aberdeen in 1936",Q11446,"MOREA",101472,Q36405,1936
,"MORMOND","Steam Trawler built in Aberdeen in 1899",Q11446,"MORMOND",101023,Q36405,1899
,"MORMOND HILL","Steamer built in Aberdeen in 1908",Q11446,"MORMOND HILL",99780,Q36405,1908
,"MORNING STAR","Trawler built in Aberdeen in 1900",Q11446,"MORNING STAR",99676,Q36405,1900
,"MORNING STAR","Steam Herring Drifter built in Aberdeen in 1907",Q11446,"MORNING STAR",99776,Q36405,1907
,"MORNING STAR","Trawler built in Aberdeen in 1895",Q11446,"MORNING STAR",100275,Q36405,1895
,"MORNINGFIELD","Snow built in Aberdeen in 1816",Q11446,"MORNINGFIELD",152966,Q36405,1816
,"MOROCOCALA","Trawler built in Aberdeen in 1914",Q11446,"MOROCOCALA",100422,Q36405,1914
,"MO-RUN","Ship built in Aberdeen in 1903",Q11446,"MO-RUN",99703,Q36405,1903
,"MORVEN","Brigantine built in Aberdeen in 1831",Q11446,"MORVEN",99480,Q36405,1831
,"MORVEN","Ship built in Aberdeen in 1902",Q11446,"MORVEN",99691,Q36405,1902
,"MOUNT ARD","Trawler built in Aberdeen in 1931",Q11446,"MOUNT ARD",99095,Q36405,1931
,"MOUNT BATTOCK","Cargo built in Aberdeen in 1939",Q11446,"MOUNT BATTOCK",99128,Q36405,1939
,"MOUNT EDEN","Trawler built in Aberdeen in 1957",Q11446,"MOUNT EDEN",99238,Q36405,1957
,"MOUNT EVEREST","Trawler built in Aberdeen in 1955",Q11446,"MOUNT EVEREST",99225,Q36405,1955
,"MOUNT KEEN","Trawler built in Aberdeen in 1936",Q11446,"MOUNT KEEN",99118,Q36405,1936
,"MOUNT KEMMEL","Trawler built in Aberdeen in 1920",Q11446,"MOUNT KEMMEL",100495,Q36405,1920
,"MOUNT MELLERAY","Trawler built in Aberdeen in 1961",Q11446,"MOUNT MELLERAY",99288,Q36405,1961
,"MOUNT ROYAL","Trawler built in Aberdeen in 1962",Q11446,"MOUNT ROYAL",99306,Q36405,1962
,"MOUNT SORRELL","Trawler built in Aberdeen in 1963",Q11446,"MOUNT SORRELL",99304,Q36405,1963
,"MOUNTAIN MAID","Brigantine built in Aberdeen in 1842",Q11446,"MOUNTAIN MAID",100053,Q36405,1842
,"MOUNTAINEER","Brigantine built in Aberdeen in 1821",Q11446,"MOUNTAINEER",99953,Q36405,1821
,"MUNGO PARK","Barque built in Aberdeen in 1838",Q11446,"MUNGO PARK",99501,Q36405,1838
,"MURDOCH","Collier built in Aberdeen in 1949",Q11446,"MURDOCH",101538,Q36405,1949
,"MURIEL","Barge built in Aberdeen in 1938",Q11446,"MURIEL",101477,Q36405,1938
,"MURK","Drifter built in Aberdeen in 1918",Q11446,"MURK",99046,Q36405,1918
,"MURMIS","Ship built in Aberdeen in 1846",Q11446,"MURMIS",99535,Q36405,1846
,"MURRAY","Ship built in Aberdeen in 1861",Q11446,"MURRAY",100143,Q36405,1861
,"MUSEL","Steam Trawler built in Aberdeen in 1898",Q11446,"MUSEL",101014,Q36405,1898
,"MYOSOTIS","Corvette built in Aberdeen in 1941",Q11446,"MYOSOTIS",99132,Q36405,1941
,"MYRTLE","Brig built in Aberdeen in 1809",Q11446,"MYRTLE",113004,Q36405,1809
,"NAIRANA","Steam Trawler built in Aberdeen in 1913",Q11446,"NAIRANA",101262,Q36405,1913
,"NAJA","Tug built in Aberdeen in 1925",Q11446,"NAJA",100511,Q36405,1925
,"NAMOA","Steamer built in Aberdeen in 1872",Q11446,"NAMOA",100859,Q36405,1872
,"NANCY","Ship built in Aberdeen in 1806",Q11446,"NANCY",152178,Q36405,1806
,"NANCY","Ship built in Aberdeen in 1799",Q11446,"NANCY",152179,Q36405,1799
,"NARCISSUS","Corvette built in Aberdeen in 1941",Q11446,"NARCISSUS",99133,Q36405,1941
,"NATAL","Barque built in Aberdeen in 1876",Q11446,"NATAL",100211,Q36405,1876
,"NATAL STAR","Ship built in Aberdeen in 1862",Q11446,"NATAL STAR",100150,Q36405,1862
,"NAUTILUS","Brigantine built in Aberdeen in 1815",Q11446,"NAUTILUS",99930,Q36405,1815
,"NAVARIN","Hermaphrodite built in Aberdeen in 1828",Q11446,"NAVARIN",99470,Q36405,1828
,"NELLIE BRADDOCK","Trawler built in Aberdeen in 1913",Q11446,"NELLIE BRADDOCK",99850,Q36405,1913
,"NELLIE DODDS","Trawler built in Aberdeen in 1911",Q11446,"NELLIE DODDS",100389,Q36405,1911
,"NELLIE NUTTEN","Steam Trawler built in Aberdeen in 1901",Q11446,"NELLIE NUTTEN",101048,Q36405,1901
,"NELLY","Smack built in Aberdeen in 1790",Q11446,"NELLY",152215,Q36405,1790
,"NELLY and PEGGY","Sloop built in Aberdeen in 1794",Q11446,"NELLY and PEGGY",112078,Q36405,1794
,"NELSON","Ship built in Aberdeen in 1807",Q11446,"NELSON",152212,Q36405,1807
,"NEMOPHILA","Ship built in Aberdeen in 1899",Q11446,"NEMOPHILA",99648,Q36405,1899
,"NEPTUNE","Barque built in Aberdeen in 1844",Q11446,"NEPTUNE",99346,Q36405,1844
,"NEPTUNE","Brig built in Aberdeen in 1781",Q11446,"NEPTUNE",110964,Q36405,1781
,"NEPTUNE","Brig built in Aberdeen in 1801",Q11446,"NEPTUNE",152955,Q36405,1801
,"NEPTUNUS","Trawler built in Aberdeen in 1947",Q11446,"NEPTUNUS",99183,Q36405,1947
,"NEPTUNUS","Brig built in Aberdeen in 1781",Q11446,"NEPTUNUS",152954,Q36405,1781
,"NEREID","Brig built in Aberdeen in 1860",Q11446,"NEREID",99386,Q36405,1860
,"NERINE","Steam Trawler built in Aberdeen in 1925",Q11446,"NERINE",101425,Q36405,1925
,"NETHERLEY","Trawler built in Aberdeen in 1960",Q11446,"NETHERLEY",99274,Q36405,1960
,"NETTA CROAN","Trawler built in Aberdeen in 1957",Q11446,"NETTA CROAN",99242,Q36405,1957
,"NETTLE","Corvette built in Aberdeen in 1942",Q11446,"NETTLE",100594,Q36405,1942
,"NEW BRIDGE","Steam Trawler built in Aberdeen in 1906",Q11446,"NEW BRIDGE",152204,Q36405,1906
,"NEW COMET","Trawler built in Aberdeen in 1910",Q11446,"NEW COMET",100377,Q36405,1910
,"NEW GAMECOCK","Steam Tug built in Aberdeen in 1930",Q11446,"NEW GAMECOCK",100540,Q36405,1930
,"NEWBRIDGE","Ship built in Aberdeen in 1906",Q11446,"NEWBRIDGE",99717,Q36405,1906
,"NEWCASTLE","Schooner built in Aberdeen in 1842",Q11446,"NEWCASTLE",99521,Q36405,1842
,"NEWCASTLE","Sloop built in Aberdeen in 1820",Q11446,"NEWCASTLE",112586,Q36405,1820
,"NEWHAVEN, N.B.","Steam Trawler built in Aberdeen in 1909",Q11446,"NEWHAVEN, N.B.",101186,Q36405,1909
,"NICHOLAS","Brigantine built in Aberdeen in 1815",Q11446,"NICHOLAS",99929,Q36405,1815
,"NICOYA","Ship built in Aberdeen in 1867",Q11446,"NICOYA",100173,Q36405,1867
,"NIGHTINGALE","Liner built in Aberdeen in 1905",Q11446,"NIGHTINGALE",100331,Q36405,1905
,"NIGHTINGALE","Liner built in Aberdeen in 1892",Q11446,"NIGHTINGALE",100951,Q36405,1892
,"NIGHTINGALE","Brig built in Aberdeen in 1855",Q11446,"NIGHTINGALE",152952,Q36405,1855
,"NILE","Ship built in Aberdeen in 1800",Q11446,"NILE",152171,Q36405,1800
,"NINEVEH","Ship built in Aberdeen in 1864",Q11446,"NINEVEH",99392,Q36405,1864
,"NONIA","Vessel, Passenger, Cargo built in Aberdeen in 1956",Q11446,"NONIA",101570,Q36405,1956
,"NON-SUCH","Schooner built in Aberdeen in 1842",Q11446,"NON-SUCH",100050,Q36405,1842
,"NORAH ELSMIE","Steamer, Cargo built in Aberdeen in 1912",Q11446,"NORAH ELSMIE",101241,Q36405,1912
,"NORANGO","Yacht built in Aberdeen in 1959",Q11446,"NORANGO",99263,Q36405,1959
,"NORBRECK","Trawler built in Aberdeen in 1905",Q11446,"NORBRECK",99716,Q36405,1905
,"NORD FINNUR","Trawler built in Aberdeen in 1974",Q11446,"NORD FINNUR",101755,Q36405,1974
,"NORDBY","Steamer, Cargo built in Aberdeen in 1912",Q11446,"NORDBY",101227,Q36405,1912
,"NORDPOL","Motor Cargo Ship built in Aberdeen in 1949",Q11446,"NORDPOL",101532,Q36405,1949
,"NORSE","Trawler built in Aberdeen in 1915",Q11446,"NORSE",101786,Q36405,1915
,"NORTH AMERICAN","Liner built in Aberdeen in 1894",Q11446,"NORTH AMERICAN",100955,Q36405,1894
,"NORTH BREEZE","Steam Trawler built in Aberdeen in 1891",Q11446,"NORTH BREEZE",100940,Q36405,1891
,"NORTH BRITON","Liner built in Aberdeen in 1894",Q11446,"NORTH BRITON",100954,Q36405,1894
,"NORTH CAPE","Trawler built in Aberdeen in 1890",Q11446,"NORTH CAPE",99620,Q36405,1890
,"NORTH CAPE","Steam Trawler built in Aberdeen in 1889",Q11446,"NORTH CAPE",100928,Q36405,1889
,"NORTH CITY","Trawler built in Aberdeen in 1889",Q11446,"NORTH CITY",99619,Q36405,1889
,"NORTH COAST","Steam Trawler built in Aberdeen in 1890",Q11446,"NORTH COAST",100936,Q36405,1890
,"NORTH EAST","Steam Trawler built in Aberdeen in 1890",Q11446,"NORTH EAST",100934,Q36405,1890
,"NORTH KING","Steam Trawler built in Aberdeen in 1906",Q11446,"NORTH KING",101113,Q36405,1906
,"NORTH POLE","Steam Trawler built in Aberdeen in 1889",Q11446,"NORTH POLE",100929,Q36405,1889
,"NORTH QUEEN","Steam Trawler built in Aberdeen in 1906",Q11446,"NORTH QUEEN",101114,Q36405,1906
,"NORTH SEA","Steam Trawler built in Aberdeen in 1888",Q11446,"NORTH SEA",100923,Q36405,1888
,"NORTH STAR","Trawler built in Aberdeen in 1883",Q11446,"NORTH STAR",99612,Q36405,1883
,"NORTH STAR","Ship built in Aberdeen in 1847",Q11446,"NORTH STAR",100080,Q36405,1847
,"NORTH STAR","Paddle Steamer built in Aberdeen in 1837",Q11446,"NORTH STAR",100804,Q36405,1837
,"NORTH STAR","Steam Trawler built in Aberdeen in 1907",Q11446,"NORTH STAR",101154,Q36405,1907
,"NORTH WEST","Screw Steam Trawler built in Aberdeen in 1890",Q11446,"NORTH WEST",100935,Q36405,1890
,"NORTH WIND","Steam Trawler built in Aberdeen in 1890",Q11446,"NORTH WIND",100937,Q36405,1890
,"NORTHELLA","Stern Trawler built in Aberdeen in 1964",Q11446,"NORTHELLA",101624,Q36405,1964
,"NORTHERN SCOT","Steam Herring Drifter built in Aberdeen in 1911",Q11446,"NORTHERN SCOT",99824,Q36405,1911
,"NORTHERNER","Wooden Smack built in Aberdeen in 1858",Q11446,"NORTHERNER",119328,Q36405,1858
,"NORTHESK","Drifter built in Aberdeen in 1913",Q11446,"NORTHESK",99855,Q36405,1913
,"NORTHMAN","Steam Trawler built in Aberdeen in 1911",Q11446,"NORTHMAN",101219,Q36405,1911
,"NORVAL","Brigantine built in Aberdeen in 1818",Q11446,"NORVAL",99428,Q36405,1818
,"NORWOOD","Steamer, Cargo built in Aberdeen in 1895",Q11446,"NORWOOD",100979,Q36405,1895
,"NOSS HEAD","Cargo built in Aberdeen in 1921",Q11446,"NOSS HEAD",100503,Q36405,1921
